0.5,0.2
0.5,-0.3
0.5,0.040084
0.5,0.929
0.5,2.1496
0.5,3.6448
0.5,4.4075
0.5,4.3494
0.5,3.0522
0.5,2.0035
-0.5,1.7623
-0.5,0.13745
-0.5,-2.3859
-0.5,-5.241
-0.5,-7.5233
-0.5,-8.6549
-0.5,-7.6014
-0.5,-4.6533
-0.5,-3.2021
-0.5,-3.0739
0.5,-3.6419
0.5,-3.7479
0.5,-2.3424
0.5,0.29962
0.5,3.0017
0.5,5.7217
0.5,7.6214
0.5,8.1483
0.5,8.1009
0.5,7.506
-0.5,6.8129
-0.5,5.2291
-0.5,2.0619
-0.5,-2.5339
-0.5,-5.787
-0.5,-7.2156
-0.5,-7.7127
-0.5,-6.9451
-0.5,-5.4868
-0.5,-4.5255
0.5,-4.2932
0.5,-3.2715
0.5,-0.46253
0.5,2.5075
0.5,4.883
0.5,6.7874
0.5,7.5196
0.5,6.6561
0.5,4.9056
0.5,3.2922
-0.5,1.4849
-0.5,-0.81879
-0.5,-3.3519
-0.5,-5.5807
-0.5,-6.6444
-0.5,-7.1279
-0.5,-7.2967
-0.5,-6.6459
-0.5,-6.389
-0.5,-5.8977
0.5,-3.4977
0.5,0.58137
0.5,4.2963
0.5,6.8755
0.5,7.7093
0.5,8.0256
0.5,8.6134
0.5,8.8222
0.5,7.8308
0.5,6.1304
-0.5,4.3128
-0.5,1.5489
-0.5,-1.8552
-0.5,-5.3579
-0.5,-8.3528
-0.5,-9.9972
-0.5,-10.832
-0.5,-10.376
-0.5,-8.5473
-0.5,-6.0053
